row_idx,player_szn,szn,PLAYER_ID,PLAYER_NAME,FGA_freq_Spotup_OG,FGA_freq_PRRollMan_OG,FGA_freq_Postup_OG,FGA_freq_Cut_OG,FGA_freq_OffRebound_OG,FGA_freq_PRBallHandler_OG,FGA_freq_Isolation_OG,FGA_freq_OffScreenOrHandoff_OG
3570,Dennis Smith Jr. 2019,2019,1628372,Dennis Smith Jr.,0.19148936170212763,0,0,0,0,0.5531914893617021,0.17021276595744683,0.08510638297872342
3571,Dennis Smith Jr. 2020,2020,1628372,Dennis Smith Jr.,0.25,0,0,0,0,0.5535714285714286,0.10714285714285714,0.08928571428571429
3572,Dennis Smith Jr. 2021,2021,1628372,Dennis Smith Jr.,0.25000000000000006,0,0,0.07500000000000001,0.05,0.42500000000000004,0.2,0
3573,Dennis Smith Jr. 2022,2022,1628372,Dennis Smith Jr.,0.390625,0,0,0.0625,0.03125,0.35937499999999994,0.09374999999999999,0.0625
3574,Frank Ntilikina 2017,2017,1628373,Frank Ntilikina,0.2884615384615385,0,0,0,0.019230769230769232,0.4807692307692308,0.05769230769230769,0.15384615384615385
3575,Frank Ntilikina 2018,2018,1628373,Frank Ntilikina,0.3584905660377359,0,0,0,0,0.41509433962264153,0.07547169811320756,0.15094339622641512
3576,Frank Ntilikina 2019,2019,1628373,Frank Ntilikina,0.3695652173913043,0,0,0,0,0.49999999999999994,0.04347826086956522,0.08695652173913045
3577,Frank Ntilikina 2020,2020,1628373,Frank Ntilikina,0.6842105263157895,0,0,0,0,0.3157894736842105,0,0
3578,Frank Ntilikina 2021,2021,1628373,Frank Ntilikina,0.6428571428571429,0,0,0,0,0.21428571428571427,0.03571428571428572,0.10714285714285714
3579,Frank Ntilikina 2022,2022,1628373,Frank Ntilikina,0.736842105263158,0,0,0,0,0.15789473684210528,0,0.10526315789473686
3580,Lauri Markkanen 2017,2017,1628374,Lauri Markkanen,0.34259259259259256,0.14814814814814817,0.12037037037037038,0.055555555555555546,0.06481481481481481,0.055555555555555546,0.03703703703703704,0.1759259259259259
3581,Lauri Markkanen 2018,2018,1628374,Lauri Markkanen,0.3503649635036496,0.19708029197080293,0.1021897810218978,0.0364963503649635,0.06569343065693431,0.0510948905109489,0.06569343065693431,0.13138686131386862
3582,Lauri Markkanen 2019,2019,1628374,Lauri Markkanen,0.41414141414141403,0.1919191919191919,0.0404040404040404,0.07070707070707069,0.0808080808080808,0.030303030303030297,0.0202020202020202,0.1515151515151515
3583,Lauri Markkanen 2020,2020,1628374,Lauri Markkanen,0.4886363636363636,0.125,0.04545454545454545,0.10227272727272727,0.03409090909090909,0.022727272727272724,0,0.1818181818181818
3584,Lauri Markkanen 2021,2021,1628374,Lauri Markkanen,0.5053763440860215,0.0967741935483871,0.10752688172043011,0.0967741935483871,0.06451612903225806,0,0.021505376344086023,0.1075268817204301
3585,Lauri Markkanen 2022,2022,1628374,Lauri Markkanen,0.2827586206896551,0.11724137931034483,0.062068965517241385,0.11034482758620691,0.0896551724137931,0.04827586206896552,0.04827586206896552,0.24137931034482762
3586,Donovan Mitchell 2017,2017,1628378,Donovan Mitchell,0.18493150684931509,0,0,0.027397260273972605,0.02054794520547945,0.4520547945205479,0.09589041095890409,0.2191780821917808
3587,Donovan Mitchell 2018,2018,1628378,Donovan Mitchell,0.15476190476190477,0,0,0.02380952380952381,0.02380952380952381,0.5357142857142857,0.09523809523809525,0.16666666666666666
3588,Donovan Mitchell 2019,2019,1628378,Donovan Mitchell,0.17964071856287425,0.011976047904191617,0,0.011976047904191617,0.017964071856287425,0.562874251497006,0.08982035928143713,0.12574850299401197
3589,Donovan Mitchell 2020,2020,1628378,Donovan Mitchell,0.18562874251497005,0,0,0.011976047904191616,0.017964071856287425,0.5449101796407185,0.1497005988023952,0.08982035928143713
