ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W
236,Boston Celtics,Boston Celtics2012,2012,66,39,27,0.591,3188,6062,2341,5086,46,363,988,36.7,1017,1308,77.8,509,2051,2560,1557,979,498,362,304,166,66.5,1.59,24.5,68.6,47.8,16.2,49.6,53.5,91.11,0.257,0.199960676366496,45.2,0.285,0.215809284818068,17.1,31.4,33.4,79.7,41.9,5.2,16.9,30.8,17.2,22.7,76,11.8,31.4,43.2,18.7,15.7,7.8,4.6,5.5,-2.5,5886.2592,0.0282012725501453,4.4,93.1,-0.900000000000002,-1.58486084515715,
237,Detroit Pistons,Detroit Pistons2012,2012,66,25,41,0.379,3193,5997,2291,5232,43.8,317,916,34.6,1098,1461,75.2,775,1882,2657,1232,1033,460,278,348,-316,53.8,1.19,32.2,68.9,50,17.2,46.8,51,90.31,0.279,0.209862385321101,50,0.295,0.225641025641026,15.9,31.1,36,78,46.2,6,16.9,35.5,17.6,23,76.5,10.7,30.1,40.7,22.5,14.5,8.5,5.3,4.2,4.8,5887.5264,-0.0536727954205012,-3.2,101.1,1.3,-1.57786403199248,
238,Toronto Raptors,Toronto Raptors2012,2012,66,23,43,0.348,3193,5986,2268,5154,44,365,1075,34,1085,1410,77,697,2074,2771,1382,1001,429,321,322,-218,60.9,1.38,29.4,70.8,50.3,16.7,47.5,51.8,90.19,0.274,0.210516103996896,47.5,0.35,0.25997425997426,14.5,29.2,33.8,77.7,43.5,6.1,18.5,32.8,20.2,27.2,74.4,10.3,30.3,40.5,20.1,13.2,7.2,4.9,4.9,3.3,5835.264,-0.0373590637887163,0,100.2,2.2,-4.94581559773643,
239,New Orleans Hornets,New Orleans Hornets2012,2012,66,21,45,0.318,3188,5916,2300,5103,45.1,259,777,33.3,1057,1397,75.7,724,1991,2715,1368,1024,488,316,380,-248,59.5,1.34,31,69.6,50.6,17.3,47.6,51.7,89.27,0.274,0.207133058984911,48.5,0.287,0.217557251908397,15.4,30.4,34.9,78.6,44.4,6.4,20.3,31.7,17.1,22.5,75.9,11.1,28.9,40,20.9,13.9,7.9,5.8,4.8,3.8,5776.9728,-0.0429290579315173,-0.899999999999999,100.6,1.9,-1.04241929234861,
240,Charlotte Bobcats,Charlotte Bobcats2012,2012,66,7,59,0.106,3178,5739,2193,5293,41.4,263,892,29.5,1090,1462,74.6,677,1894,2571,1326,957,397,361,378,-918,60.5,1.39,28.5,67.8,47.4,15.7,43.9,48.3,91.86,0.276,0.205932363498961,51.2,0.275,0.20609756097561,14.6,32.2,38.9,82,47.5,6.2,17.3,35.6,16.9,22.5,75,11.8,33.2,45,23.3,13.5,7.6,5.7,5.5,13.9,5967.6288,-0.153829943310147,-7.3,96.3,1.1,-0.0165197476648865,
241,Denver Nuggets,Denver Nuggets2013,2013,82,57,25,0.695,3981,8704,3339,6983,47.8,521,1518,34.3,1505,2148,70.1,1092,2601,3693,2002,1253,762,533,554,417,60,1.6,34.5,67.5,51.3,15.7,51.5,54.9,95.92,0.308,0.215523414005442,49.3,0.264,0.193698949824971,16.4,32.5,38.1,85.7,44.4,8.4,23.1,36.3,16.6,22.7,73.1,12.4,29.2,41.6,23.6,15.9,8,6.8,6.5,-5.1,7765.5552,0.0536986717961904,2.2,102,-0.699999999999999,2.18244641804709,1.1488016694947
242,Houston Rockets,Houston Rockets2013,2013,82,45,37,0.549,3956,8688,3124,6782,46.1,867,2369,36.6,1573,2087,75.4,909,2652,3561,1902,1348,679,359,498,285,60.9,1.41,30.5,71,50.9,16.9,52.5,56.4,96.89,0.308,0.231937481568859,50.2,0.253,0.196491228070175,15.2,29,38.8,85.5,45.4,8.1,21.9,36.8,16.8,21.6,77.6,10.7,31,41.6,22.7,14.8,8.5,6.1,4.4,-3.5,7813.7088,0.0364743564541335,2.3,101.5,1.7,3.54462534986833,-3.97825812621858
243,Oklahoma City Thunder,Oklahoma City Thunder2013,2013,82,60,22,0.732,3966,8669,3126,6504,48.1,598,1588,37.7,1819,2196,82.8,854,2725,3579,1753,1253,679,624,322,755,56.1,1.4,29.1,70.2,51.3,16,52.7,58,94.58,0.338,0.279674046740467,46.9,0.254,0.196470588235294,15.5,29.8,36.2,85,42.5,7.4,21.5,34.6,16.7,21.6,77.4,12,28.7,40.7,20.5,14.8,8.2,3.9,7.6,-9.2,7554.4704,0.099940824442174,5.8,99.3,0.5,8.32034585051733,-6.44467706423471
244,San Antonio Spurs,San Antonio Spurs2013,2013,82,58,24,0.707,3976,8448,3210,6675,48.1,663,1764,37.6,1365,1725,79.1,666,2721,3387,2058,1206,695,446,405,525,64.1,1.71,24.3,71.5,49.3,15.3,53.1,56.8,95.31,0.258,0.204494382022472,48,0.235,0.179034157832744,15.5,28.5,37.5,84.9,44.2,6.3,17.9,35.3,15.2,20,76,11.1,31.4,42.5,21.4,14.9,8.2,4.9,5.4,-6.4,7655.04,0.0685822673689491,5.1,95.8,-0.199999999999999,2.54602241897275,1.10737352276742
245,Miami Heat,Miami Heat2013,2013,82,66,16,0.805,3976,8436,3148,6348,49.6,717,1809,39.6,1423,1887,75.4,676,2490,3166,1890,1143,710,441,262,645,60,1.65,26.4,67.8,48.5,15.1,55.2,58.8,91.26,0.297,0.22416509136736,48.7,0.262,0.200247218788628,17,32.2,35.6,80.9,44,7.6,21.7,35,16.2,21.2,76.6,11.2,28.9,40.1,20.2,15.6,7.9,3.2,5.4,-7.9,7339.4688,0.0878810194002051,6.5,94.2,-1.9,2.39178725787319,0.804005147814777
246,Los Angeles Lakers,Los Angeles Lakers2013,2013,82,45,37,0.549,3951,8381,3041,6640,45.8,715,2015,35.5,1584,2289,69.2,942,2732,3674,1818,1232,576,429,396,95,59.8,1.48,30.9,70.2,51,15.7,51.2,54.8,95.08,0.345,0.23855421686747,49.6,0.222,0.162100456621005,13.6,29.8,39.7,87.6,45.3,7.5,21,35.7,14.2,19.4,73.2,11.5,31.1,42.7,23.4,12.9,8.5,4.8,5.2,-1.2,7619.6736,0.0124677256516605,1.6,101.1,2.1,7.64537602464653,-2.61388949488381
247,Golden State Warriors,Golden State Warriors2013,2013,82,47,35,0.573,3961,8296,3130,6840,45.8,658,1632,40.3,1378,1744,79,885,2801,3686,1845,1236,567,346,399,73,58.9,1.49,28.5,71.2,50.6,15.7,50.6,54.5,95.64,0.255,0.201461988304094,48.6,0.282,0.211084905660377,14.1,28.8,37.2,84.8,43.9,8,23.1,34.7,17.9,23.9,74.8,11.1,31.7,42.7,23.5,13.5,8.2,4.9,4.2,-0.9,7640.0256,0.0095549418054306,2,99.7,1.6,-0.962291735628379,4.68269854944045
248,Dallas Mavericks,Dallas Mavericks2013,2013,82,41,41,0.5,3996,8293,3182,6892,46.2,606,1628,37.2,1323,1669,79.3,767,2670,3437,1906,1144,648,454,340,-49,59.9,1.67,25.9,69.8,48.4,14.4,50.6,54.4,95.09,0.242,0.191961694718514,49.2,0.302,0.227380952380952,15.2,30.2,37.4,84,44.5,7.8,21.8,35.9,19.1,25.4,75.3,12,33.6,45.6,22,14.7,8.5,4.1,5.5,0.6,7683.2256,-0.00637752977082958,1.4,95.7,-0.799999999999999,-3.54192576624382,0.782871289685119
249,Los Angeles Clippers,Los Angeles Clippers2013,2013,82,56,26,0.683,3946,8289,3160,6608,47.8,627,1752,35.8,1342,1888,71.1,938,2475,3413,1958,1197,784,461,335,529,62,1.64,32.3,69.7,51.2,15.9,52.6,55.7,91.83,0.286,0.203087167070218,49.2,0.306,0.229487179487179,17.5,30.3,34.6,78,44.3,7.6,20.5,37.3,17.9,23.9,74.9,10.9,28.2,39.1,22.1,16.1,7.4,4.1,5.6,-6.5,7389.8112,0.0715850494258906,3.4,102,-1.6,-2.64000124169615,-3.57868154989966
250,Sacramento Kings,Sacramento Kings2013,2013,82,28,54,0.341,3966,8219,3086,6904,44.7,610,1681,36.3,1437,1869,76.9,943,2385,3328,1708,1199,671,342,517,-400,55.3,1.42,30.6,67.3,48.5,15.4,49.1,53.2,94.65,0.271,0.208140208574739,51.7,0.29,0.226890756302521,15.4,32.7,39.3,83.3,47.2,7.6,21.5,35.5,18.9,24.1,78.3,11.9,31.7,43.6,25.1,14.7,7.6,6.3,4.2,4.9,7663.0656,-0.0521984308734092,-2.6,97.9,0,-1.87505477277817,1.03180538418285
251,New York Knicks,New York Knicks2013,2013,82,54,28,0.659,3946,8196,2996,6689,44.8,891,2371,37.6,1313,1729,75.9,890,2436,3326,1579,988,672,294,327,347,52.7,1.6,29.1,70.8,49.4,13.2,51.5,55,90.68,0.258,0.196292420391688,50.8,0.286,0.216494845360825,16.7,29.2,35.6,77.6,45.8,7.8,21.8,35.7,16.8,22.2,75.7,10,31.6,41.6,19.3,15.1,6.4,4,3.6,-4.2,7245.8496,0.0478894842090015,0.700000000000003,99.9,-3.5,-2.02024249691369,0.963800937272183
252,Milwaukee Bucks,Milwaukee Bucks2013,2013,82,38,44,0.463,3966,8108,3128,7197,43.5,601,1670,36,1251,1700,73.6,1068,2537,3605,1876,1156,685,550,362,-123,60,1.62,31.5,67.8,49.1,14.6,47.6,51,95.65,0.236,0.173822426010838,49.2,0.265,0.200708382526564,16.6,32.2,38.4,84.7,45.4,6.5,18.5,34.8,17,22.5,75.9,12.4,33.6,46,23.1,16,8,4.4,6.7,1.5,7711.68,-0.0159498319432342,-1.6,99.3,-2,-2.68859565157265,-0.34975248420109
253,Utah Jazz,Utah Jazz2013,2013,82,43,39,0.524,3976,8038,3046,6710,45.4,507,1385,36.6,1439,1883,76.4,989,2457,3446,1859,1210,690,515,480,-7,61,1.54,32.9,69.7,51,15.9,49.2,53.3,92.05,0.281,0.214456035767511,50.1,0.298,0.225281602002503,15.8,30.3,36.6,79.9,45.8,6.8,18.5,37,18,23.8,75.7,11,29.8,40.8,20.6,14.7,7.8,5.9,6.3,0.1,7449.1392,-0.000939705892460702,-0.899999999999999,102.6,0.0999999999999996,-1.08255662349919,2.91948418565305
254,Atlanta Hawks,Atlanta Hawks2013,2013,82,44,38,0.537,3971,8032,3084,6644,46.4,706,1901,37.1,1158,1619,71.5,758,2593,3351,2007,1219,664,369,350,33,65.1,1.65,25.4,70.1,48.2,15.7,51.7,54.6,93.56,0.244,0.174292594822396,49.6,0.237,0.180288461538462,16.1,29.9,37.5,83.2,45,7.6,19.9,37.9,15,19.7,76.3,11.3,32.4,43.7,22.3,15.2,8.4,4.3,4.5,-0.4,7504.6656,0.00439726454966894,2.1,95.5,-0.400000000000002,-0.599586671606539,0.492053159182703
255,Portland Trail Blazers,Portland Trail Blazers2013,2013,82,33,49,0.402,3971,7995,3009,6715,44.8,673,1904,35.3,1304,1680,77.6,874,2474,3348,1784,1203,538,353,359,-260,59.3,1.48,29.4,70.2,49.5,15.7,49.8,53.6,92.46,0.25,0.194192107222636,51.2,0.248,0.189156626506024,14,29.8,39.3,83,47.4,6.4,18.7,34,15.7,20.6,76.1,11,31.4,42.4,23.7,13.1,8.4,4.4,4.3,3.2,7471.872,-0.0347971699729332,-1.40000000000001,99.6,1.7,0.503548071661181,2.78362402712244
256,Toronto Raptors,Toronto Raptors2013,2013,82,34,48,0.415,3996,7971,2979,6685,44.6,571,1665,34.3,1442,1831,78.8,871,2426,3297,1765,1124,595,392,387,-121,59.2,1.57,29.6,68.8,49,14.8,48.8,53.2,91.26,0.274,0.215706806282723,50,0.331,0.247474747474747,15.4,31.2,36.2,79.2,45.8,6.7,18.4,36.1,19.6,26.2,74.7,10.7,31,41.7,21.9,14.3,7,4.7,4.8,1.5,7433.8944,-0.0162767983360108,-1.2,98.4,-0.6,-3.1767941192025,0.176281945634443
257,Brooklyn Nets,Brooklyn Nets2013,2013,82,49,33,0.598,3971,7944,2942,6544,45,628,1760,35.7,1432,1958,73.1,1047,2460,3507,1668,1206,599,391,390,146,56.7,1.38,34.3,70.1,52,16.2,49.8,53.6,89.88,0.299,0.218826405867971,50.3,0.238,0.173482032218092,14.8,29.9,37.4,80.7,46.4,6.3,17.3,36.6,14,19.2,73.1,10.7,28.5,39.2,21.4,13.4,7.5,4.8,4.8,-1.8,7261.9392,0.0201048226897851,-0.5,104.4,1.4,4.5344373649879,4.84237109151618
258,Cleveland Cavaliers,Cleveland Cavaliers2013,2013,82,24,58,0.293,3946,7913,2993,6901,43.4,547,1581,34.6,1380,1826,75.6,1004,2359,3363,1694,1149,647,334,560,-384,56.6,1.47,32.6,69.5,50,15,47.3,51.4,93.25,0.265,0.199971018692943,52.3,0.304,0.224874371859296,16.3,30.5,37.9,79.6,47.6,7.4,20,37.2,17.9,24.2,73.9,10.8,31.3,42.1,23.9,15.2,7.6,6.8,4.1,4.7,7535.4624,-0.0509590493079761,-5,102.1,-1.3,-2.49033531663534,-3.39021918729453
259,Minnesota Timberwolves,Minnesota Timberwolves2013,2013,82,31,51,0.378,3946,7851,2943,6702,43.9,450,1475,30.5,1515,2042,74.2,973,2473,3446,1836,1214,700,387,481,-194,62.4,1.51,31.2,70.2,50,15.7,47.3,51.6,93.94,0.305,0.226051924798568,51.1,0.248,0.187192118226601,16.8,29.8,38,81.2,46.8,7,19,36.9,15.2,20.1,75.2,10.6,31.5,42.1,22.3,15.9,8.1,5.9,4.7,2.4,7527.8208,-0.0257710704271813,-3.8,101.4,-1.1,3.88598065719666,-4.07345495692483
260,Boston Celtics,Boston Celtics2013,2013,81,41,40,0.506,3968,7818,3001,6459,46.5,498,1390,35.8,1318,1698,77.6,654,2533,3187,1843,1181,667,365,378,-18,61.4,1.56,24.6,69,47.7,15.4,50.3,54.2,92.46,0.263,0.204056355472983,48.2,0.292,0.215853658536585,16.2,31,36.1,82,44.1,6.8,19.9,34.2,17.7,23.9,74,11.4,32.1,43.6,21.6,15.3,7.8,4.7,4.5,0.2,7423.7952,-0.0024246358520235,2.09999999999999,93.6,-0.799999999999999,-1.17973030636019,-0.724738472421109
261,Phoenix Suns,Phoenix Suns2013,2013,82,25,57,0.305,3961,7805,3061,6917,44.3,480,1455,33,1203,1618,74.4,959,2454,3413,1855,1278,659,434,421,-530,60.6,1.45,30.8,68.7,49.1,16.4,47.7,51.2,94.48,0.234,0.173919329188955,51.2,0.274,0.207021791767555,16.1,31.3,38.8,82.6,47,6.9,17.9,38.8,17.1,22.6,75.7,11.7,31.7,43.4,22.8,15.3,8.3,5.1,5.3,6.5,7630.0032,-0.069462618311877,-3.5,99.5,0.299999999999997,-3.31024625785997,1.22948078649246
262,Detroit Pistons,Detroit Pistons2013,2013,82,29,53,0.354,3961,7778,2979,6638,44.9,513,1440,35.6,1307,1870,69.9,991,2463,3454,1742,1241,574,400,472,-327,58.5,1.4,32.4,69.5,50.6,16.4,48.7,52.1,91.68,0.282,0.196896655619162,50.5,0.274,0.208128078817734,14.9,30.5,37.3,81.2,45.9,7.4,20.4,36,16.9,22.2,76.2,11.1,30.7,41.8,22.4,13.7,8.4,5.8,4.9,4,7402.368,-0.0441750531721741,-1.8,101.9,1.5,-1.12314231985716,-2.29136766165315
263,Orlando Magic,Orlando Magic2013,2013,82,20,62,0.244,3956,7718,3093,6904,44.8,506,1537,32.9,1026,1359,75.5,890,2612,3502,1871,1191,528,358,430,-573,60.5,1.57,29.3,70.7,49.8,15.6,48.5,51.4,92.81,0.197,0.148609501738123,50.8,0.265,0.195443645083933,13.3,29.3,38.6,83.4,46.3,7.5,21,35.9,16.3,22.1,73.8,10.8,31.9,42.8,23.7,12.4,7.2,5.2,4.4,7,7490.8416,-0.0764934076299251,-2.3,100,2.3,-4.683414334581,-1.60962091383509
264,New Orleans Hornets,New Orleans Hornets2013,2013,82,27,55,0.329,3956,7714,2955,6589,44.8,535,1474,36.3,1269,1636,77.6,988,2426,3414,1721,1193,520,440,492,-317,58.2,1.44,33.2,70.5,51.4,16.2,48.9,52.8,89.5,0.248,0.192593716800728,52,0.274,0.207643312101911,14.7,29.5,37,78.5,47.1,7.7,20.6,37.4,16.3,21.5,75.9,10.2,29.2,39.3,23.4,13.2,7.9,6,5.4,3.9,7213.2864,-0.0439466815015137,-3.1,103.7,1.5,-1.50495953011824,-1.60620507842961
265,Indiana Pacers,Indiana Pacers2013,2013,81,49,32,0.605,3918,7674,2845,6525,43.6,555,1599,34.7,1429,1915,74.6,1043,2671,3714,1645,1227,580,513,459,326,57.8,1.34,33.6,70.1,52.2,16.5,47.9,52.1,90.9,0.293,0.219003831417625,45.3,0.26,0.197080291970803,14.8,29.9,34.5,82.2,42,5.4,16.6,32.7,16.2,21.3,76,11.2,29.6,40.9,19.2,13.5,7.5,5.7,6.3,-4,7249.536,0.0449683952186733,2.6,103.7,1.7,2.19235394468216,-3.11386325745211
266,Charlotte Bobcats,Charlotte Bobcats2013,2013,82,21,61,0.256,3961,7661,2823,6649,42.5,469,1399,33.5,1546,2060,75,917,2389,3306,1587,1153,591,479,565,-757,56.2,1.38,30.5,67.9,48.6,15.1,46,50.7,92.49,0.31,0.232516167844789,52.4,0.264,0.196363636363636,15.1,32.1,38.8,82.5,47.1,8.7,22.5,38.8,16.2,21.8,74.7,11.8,32.3,44.1,25.3,14,6.9,6.9,5.8,9.2,7479.744,-0.101206672313919,-6.4,98.4,0,3.61525314811523,3.4754385863677
267,Memphis Grizzlies,Memphis Grizzlies2013,2013,82,56,26,0.683,3961,7659,2964,6679,44.4,382,1107,34.5,1349,1746,77.3,1059,2445,3504,1715,1144,703,436,450,340,57.9,1.5,34.4,70.2,52,15.5,47.2,51.4,89.56,0.261,0.201976343764037,47.5,0.279,0.209090909090909,17.2,29.8,33.5,77,43.5,6.1,18.2,33.8,16.1,21.5,74.8,10.3,28.8,39.1,19.5,15.5,7.3,5.5,5.3,-4.1,7230.9504,0.0470200984921705,-0.299999999999997,104.6,-1.7,-0.711456532687257,4.95659169898772
268,Washington Wizards,Washington Wizards2013,2013,82,29,53,0.354,3971,7644,2910,6693,43.5,545,1495,36.5,1279,1746,73.3,887,2652,3539,1775,1238,598,376,358,-208,61,1.43,27.9,70.6,49.1,16.1,47.5,51.2,93.23,0.261,0.191095174062453,48.3,0.279,0.20563035495716,15.4,29.4,35.9,81.7,44,7.1,20.5,34.9,16.8,22.8,73.8,11,33.2,44.2,21.5,14.5,7.8,4.4,4.6,2.5,7499.7504,-0.027734256329384,-0.799999999999997,98.5,0.700000000000001,-1.4535180894707,-3.64567446105097
269,Chicago Bulls,Chicago Bulls2013,2013,82,45,37,0.549,3966,7641,2926,6698,43.7,446,1265,35.3,1343,1738,77.3,1026,2514,3540,1886,1171,588,417,477,26,64.5,1.61,33.2,69.9,51.4,15.7,47,51.2,90.35,0.259,0.200507614213198,47.7,0.278,0.205992509363296,15,30.1,35.4,80.1,44.3,5.5,16,34.6,16.5,22.3,73.9,11,30.1,41.1,18.8,13.7,7.3,5.8,5.1,-0.3,7303.4112,0.00355998030071208,-0.700000000000003,103.1,0.699999999999999,-0.548489515009792,4.97743047950271
270,Philadelphia 76ers,Philadelphia 76ers2013,2013,82,34,48,0.415,3951,7640,3059,6895,44.4,518,1438,36,1004,1377,72.9,896,2493,3389,1867,1070,609,384,396,-274,61,1.74,29.1,69.5,48.9,14.1,48.1,50.9,91.88,0.2,0.145612762871646,49.5,0.264,0.2,15.5,30.5,36.8,81,45.4,6.7,19.2,34.9,16.2,21.4,76,11,33,44,22.8,14.3,7.2,4.8,4.7,3.3,7367.8848,-0.037188420752724,-1.4,98.6,-1.4,-5.43872371283539,-0.180815607343078
271,Los Angeles Clippers,Los Angeles Clippers2014,2014,82,57,25,0.695,3951,8850,3208,6761,47.4,693,1966,35.2,1741,2384,73,858,2668,3526,2016,1136,703,397,284,572,62.8,1.77,28.8,69,49.6,14.3,52.6,56.7,96.66,0.353,0.257506286052359,48.4,0.294,0.222614840989399,15.8,31,37.4,84.9,44.1,7.3,21.8,33.2,18.9,25,75.5,12.3,31.4,43.7,23.3,15.4,7,3.5,4.8,-7,7764.4416,0.073669174097465,4.2,97.8,-1.5,3.48914450629599,-4.08147972808426
272,Houston Rockets,Houston Rockets2014,2014,82,54,28,0.659,3966,8829,3118,6603,47.2,779,2179,35.8,1814,2549,71.2,920,2797,3717,1755,1323,621,461,460,374,56.3,1.33,30.6,70,51.3,16.5,53.1,57.1,97.27,0.386,0.274723610480085,48.9,0.255,0.193181818181818,14.3,30,39,88,44.3,8.1,23,35.3,17,22.5,75.7,11.9,29.7,41.7,22.2,14,8.6,5.6,5.6,-4.6,7802.4576,0.0479336151727374,4.2,100.6,2.2,8.15417922982666,-2.73899550123845
273,Minnesota Timberwolves,Minnesota Timberwolves2014,2014,82,40,42,0.488,3971,8768,3189,7175,44.4,600,1757,34.1,1790,2301,77.8,1024,2644,3668,1963,1142,718,297,457,219,61.6,1.72,31.7,71.5,50.8,14,48.6,53.5,98.33,0.321,0.249477351916376,51.8,0.233,0.176744186046512,16.6,28.5,40.5,86,47.1,8.1,22.2,36.4,15.2,20.1,75.6,11.1,33.1,44.2,22.9,16.4,7.9,5.6,3.6,-2.7,7973.2224,0.0274669373326398,-3.2,103.2,-2.6,7.27331658698647,-7.07423334613084
274,Portland Trail Blazers,Portland Trail Blazers2014,2014,82,54,28,0.659,3971,8753,3207,7134,45,770,2071,37.2,1569,1926,81.5,1022,2786,3808,1904,1125,454,387,304,327,59.4,1.69,32,71.3,51.7,14.2,50.4,54.8,95.9,0.27,0.219932716568545,48.8,0.253,0.193621867881549,12.4,28.7,39.6,87.8,45.1,6.5,18.3,35.5,17,22.2,76.6,11.5,32,43.5,20.4,12,7.8,3.7,4.7,-4,7761.0624,0.0421334068902732,1.6,103.3,1.8,2.6310848686996,6.17197349740647
275,Oklahoma City Thunder,Oklahoma City Thunder2014,2014,82,59,23,0.72,3961,8705,3194,6782,47.1,664,1839,36.1,1653,2052,80.6,887,2781,3668,1794,1256,678,501,296,520,56.2,1.43,29.4,72.2,51.8,15.8,52,56.6,96.33,0.303,0.243733411972869,48.8,0.304,0.220623501199041,15.7,27.8,36.4,83.4,43.6,8.6,24,35.8,18.4,25.4,72.7,11,30,40.9,21.8,15.2,8.2,3.6,6.1,-6.3,7731.7248,0.0672553684269776,3.2,101.6,0.100000000000001,2.31099107738286,2.38060720908207
276,San Antonio Spurs,San Antonio Spurs2014,2014,82,62,20,0.756,3951,8639,3326,6844,48.6,698,1757,39.7,1289,1642,78.5,762,2786,3548,2064,1180,604,420,379,633,62.1,1.75,26.1,72.5,50.3,15,53.7,57.1,95.87,0.24,0.188340151957919,48.2,0.242,0.18448883666275,14.4,27.5,37.8,85.1,44.4,6.5,18.3,35.3,15.7,20.6,76,10.5,31.7,42.2,20.4,13.9,7.7,4.6,5.1,-7.7,7665.1008,0.0825820842434323,5.5,98.6,0.6,0.385131529516963,3.90517430475973
277,Phoenix Suns,Phoenix Suns2014,2014,82,48,34,0.585,3951,8629,3172,6845,46.3,765,2055,37.2,1520,2004,75.8,928,2601,3529,1563,1258,688,374,332,216,49.3,1.24,29.8,69.9,50,15.8,51.9,55.8,96.83,0.293,0.222059897735573,49.6,0.309,0.237410071942446,15.8,30.1,38,83.4,45.6,6.8,19.9,34.1,19.8,25.8,76.6,11.3,31.5,42.8,20.3,15.3,7.5,4,4.6,-2.6,7734.4896,0.0279268589358501,2.3,99.7,0,-1.53501742068726,-0.0669604874241259
278,Dallas Mavericks,Dallas Mavericks2014,2014,82,49,33,0.598,3966,8597,3249,6858,47.4,721,1877,38.4,1378,1733,79.5,840,2514,3354,1935,1110,704,356,288,197,59.6,1.74,27.6,69.4,48.7,14.1,52.6,56.4,94.94,0.253,0.200933216681248,51.5,0.303,0.22972972972973,16.7,30.6,37.8,81.4,46.4,8.3,23,35.9,18.7,24.6,75.8,11.5,31.3,42.8,22,16,7.7,3.5,4.3,-2.4,7574.8992,0.0260069467327037,1.1,97,-2.6,-2.87965130484815,1.93804350858485
279,Denver Nuggets,Denver Nuggets2014,2014,82,36,46,0.439,3951,8559,3147,7042,44.7,702,1959,35.8,1563,2154,72.6,1009,2717,3726,1838,1305,615,459,459,-176,58.4,1.41,31,70.3,50.5,16,49.7,53.6,98.95,0.306,0.221953990343652,50,0.306,0.233796296296296,14.5,29.7,39.5,86.4,45.7,7.4,21,35.1,20.2,26.4,76.3,11.3,32.5,43.8,22.5,14.4,8.5,5.6,5.6,2.1,7954.3296,-0.0221263147053901,-0.299999999999997,101.3,1.5,-1.18423059526439,-0.0440413901835086
280,Golden State Warriors,Golden State Warriors2014,2014,82,51,31,0.622,3966,8549,3236,7005,46.2,774,2037,38,1303,1731,75.3,896,2819,3715,1912,1247,642,407,342,394,59.1,1.53,28.4,72.4,50.8,15.5,51.7,55,97.37,0.247,0.186009992862241,47.7,0.292,0.2239336492891,15.3,27.6,36.8,84.4,43.6,6.9,20.2,34.4,18.9,24.7,76.5,10.7,32.6,43.3,20.5,15,7.9,4.2,5,-4.8,7792.9344,0.0505586188432434,4,100.8,0.199999999999999,-3.79236564268582,-2.62868998844185
281,Los Angeles Lakers,Los Angeles Lakers2014,2014,82,27,55,0.329,3941,8442,3139,6980,45,774,2032,38.1,1390,1835,75.7,745,2620,3365,2006,1239,611,446,387,-516,63.9,1.62,23.5,67.6,45.9,15.2,50.5,54.2,99.72,0.263,0.199140401146132,51.3,0.264,0.191964285714286,14.2,32.4,42,89.6,46.8,8.1,22.5,36.1,17.2,23.7,72.7,13,36,49,25.8,14.2,9.6,4.7,5.4,6.3,7950.144,-0.0649044847489555,-0.799999999999997,91.1,1,0.717611543184607,3.84782858558232
282,Miami Heat,Miami Heat2014,2014,82,54,28,0.659,3976,8380,3142,6272,50.1,665,1829,36.4,1431,1884,76,627,2397,3024,1847,1212,732,367,256,390,58.8,1.52,24.4,68.6,47.6,15.9,55.4,59,91.9,0.3,0.228156887755102,51.1,0.283,0.212658227848101,18,31.4,36.1,79,45.7,8.5,23.4,36.2,16.8,22.3,75,10.8,29.5,40.3,21.4,16.7,8.1,3.1,4.5,-4.8,7378.5216,0.0528561168676392,4.3,93,-2.1,1.54986599070008,-1.29963450869626
283,Toronto Raptors,Toronto Raptors2014,2014,82,48,34,0.585,3991,8305,2992,6718,44.5,713,1917,37.2,1608,2055,78.2,935,2552,3487,1737,1159,577,343,352,266,58.1,1.5,31.2,70.1,50.5,15.1,49.8,54.5,92.48,0.306,0.239356951473653,49.3,0.315,0.236907730673317,15.9,29.9,36.1,80.2,45,6.9,19.2,36,19,25.3,75.2,10.4,30.5,41,21,14.9,7.3,4.3,4.2,-3.2,7532.352,0.0353143347522792,0.5,101.3,-0.800000000000001,0.244922080033619,0.620350105411916
284,Detroit Pistons,Detroit Pistons2014,2014,82,29,53,0.354,3956,8286,3182,7124,44.7,507,1580,32.1,1415,2111,67,1196,2525,3721,1714,1193,687,395,403,-300,53.9,1.44,34.7,69.3,51.1,15.2,48.2,51.4,95.57,0.296,0.198624368332398,52,0.288,0.217548076923077,15.6,30.7,39.1,83.2,47,8.3,22.8,36.5,18.1,24,75.6,11.1,31.9,43,24.4,15,8.2,4.9,4.8,3.7,7727.8464,-0.0388206473669042,-3.8,104,-0.4,-1.89237085906794,-3.10597093558509
