ID,TEAM,Team_Season,Season End,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,+/-,AST%,AST/TO,OREB%,DREB%,REB%,TOV%,EFG%,TS%,PACE,FTA RATE,FT Rate,OPP EFG%,OPP FTA RATE,OPP FT Rate,OPP TOV %,OPP REB %,OPP_FGM,OPP_FGA,OPP_FG%,OPP_3PM,OPP_3PA,OPP_3P%,OPP_FTM,OPP_FTA,OPP_FT%,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_+/-_Per_Game,Possessions,Plus Minus Per Possession,Shooting Factor,Crashing Factor,Protecting Factor,Attacking Factor,Residual W
423,New Orleans Pelicans,New Orleans Pelicans2019,2019,82,33,49,0.402,3951,9466,3581,7563,47.3,842,2449,34.4,1462,1921,76.1,909,2969,3878,2216,1215,610,441,445,-109,61.9,1.82,28.5,72.9,50.9,14.2,52.9,56.3,103.89,0.254,0.193309533254,53.2,0.253,0.192887931034483,13,27.1,43.3,92.8,46.6,12.3,33.7,36.4,17.9,23.5,76.4,11,34.8,45.8,26.5,13.6,8.6,5.4,5.4,1.3,8365.6704,-0.0130294399358598,-0.300000000000004,101.4,1.2,0.0421602219516981,-5.04829217798201
424,Philadelphia 76ers,Philadelphia 76ers2019,2019,82,51,31,0.622,3961,9445,3407,7233,47.1,889,2474,35.9,1742,2258,77.1,892,3025,3917,2207,1223,606,432,336,221,64.8,1.8,27.8,74.1,51.7,14.4,53.2,57.4,102.59,0.312,0.240840591732338,51.2,0.268,0.205464480874317,12.3,25.9,41.7,91.5,45.5,10.3,30,34.2,18.8,24.5,76.8,10,33.5,43.5,23.4,12.7,7.7,4.1,5.3,-2.7,8215.2192,0.0269012907166251,2,101.9,2.1,3.53761108580209,3.8653230571045
425,LA Clippers,LA Clippers2019,2019,82,48,34,0.585,3966,9442,3384,7178,47.1,821,2118,38.8,1853,2340,79.2,796,2936,3732,1970,1193,561,385,498,70,58.2,1.65,26.3,72.2,50,14.1,52.9,57.5,102.66,0.326,0.258149902479799,51.4,0.288,0.224534501642935,12.7,27.8,41.7,91.3,45.7,10.4,30.2,34.3,20.5,26.3,77.7,11.3,34.5,45.7,24.1,13.2,8.3,6.1,4.7,-0.9,8260.416,0.00847414948593388,1.5,98.5,1.4,3.3615400836864,5.334554420649
426,Portland Trail Blazers,Portland Trail Blazers2019,2019,82,53,29,0.646,3971,9402,3470,7427,46.7,904,2520,35.9,1558,1914,81.4,967,2968,3935,1887,1135,546,413,420,344,54.4,1.66,30.8,73.9,52.6,13.7,52.8,56.8,99.96,0.258,0.209775144742157,51.6,0.253,0.194444444444444,12.3,26.1,41.1,90,45.7,10.7,29.8,35.9,17.5,22.8,77,10.3,32.6,42.8,23.2,12.4,7.4,5.1,5,-4.2,8099.6736,0.0424708472203127,1.2,104.7,1.4,1.53307002977126,4.30624471413928
427,Oklahoma City Thunder,Oklahoma City Thunder2019,2019,82,49,33,0.598,3971,9387,3497,7706,45.4,932,2677,34.8,1461,2049,71.3,1031,2911,3942,1917,1145,766,425,415,279,54.8,1.67,29.8,73.8,50.9,13.4,51.4,54.5,103.38,0.266,0.189592525304957,52.3,0.271,0.206313416009019,16,26.2,40.8,88.7,46,11.2,31.6,35.6,18.3,24,76.1,9.9,35.8,45.7,24.9,16.7,8.2,5.1,5.2,-3.4,8372.6976,0.0333225936644362,-0.899999999999999,103.6,-2.6,-1.6720890704062,-0.542427673361388
428,Toronto Raptors,Toronto Raptors2019,2019,82,58,24,0.707,3976,9384,3460,7305,47.4,1015,2771,36.6,1449,1803,80.4,786,2920,3706,2085,1150,680,437,368,499,60.3,1.81,26.5,72.6,50.2,13.8,54.3,57.9,100.52,0.247,0.198357289527721,50.9,0.249,0.190635451505017,14.7,27.4,40.3,89.7,44.9,10.8,31.2,34.5,17.1,22.3,76.5,10.6,34.2,44.8,24.5,14.9,7.6,4.5,5.3,-6.1,8123.8272,0.0614242508752525,3.4,99.1,-0.899999999999999,0.772183802270401,2.06200859855397
429,Sacramento Kings,Sacramento Kings2019,2019,82,39,43,0.476,3946,9363,3541,7637,46.4,927,2455,37.8,1354,1865,72.6,906,2819,3725,2083,1095,679,363,420,-92,58.8,1.9,26.8,71.3,48.7,12.8,52.4,55.4,103.88,0.244,0.177294749247087,53.3,0.269,0.207505518763797,15.3,28.7,42.3,90.6,46.6,12,34.6,34.8,18.8,24.4,77,11.2,36.8,48,24.7,15.9,7.5,5.1,4.4,1.1,8300.736,-0.0110833545362724,-0.899999999999999,98.1,-2.5,-3.02107695167104,-1.6545534430458
430,Washington Wizards,Washington Wizards2019,2019,82,32,50,0.39,3986,9350,3456,7387,46.8,930,2731,34.1,1508,1963,76.8,794,2679,3473,2154,1154,683,379,378,-238,62.3,1.87,25.2,70.6,47.7,13.6,53.1,56.7,102.24,0.266,0.204142412346013,54.6,0.255,0.198895027624309,15.2,29.4,43.4,90.5,48,12.1,32.8,37,18,23.1,77.8,11.4,35.8,47.3,26.2,15.8,7.7,4.6,4.6,2.9,8266.2912,-0.0287916302779171,-1.5,95.8,-1.6,0.524738472170388,-3.05775253893039
431,Houston Rockets,Houston Rockets2019,2019,82,53,29,0.646,3966,9341,3218,7163,44.9,1323,3721,35.6,1582,2001,79.1,836,2613,3449,1741,1094,700,405,369,391,54.1,1.59,26.9,70,48.1,13.5,54.2,58.1,98.39,0.279,0.22085718274466,52.5,0.274,0.209919261822376,15.2,30,40.4,86.7,46.6,10.1,29.8,34,18.2,23.7,76.8,11,34.5,45.4,23.5,15,7.4,4.5,4.9,-4.8,7969.3824,0.0490627730449978,1.7,96.9,-1.7,1.09379209222841,3.69133007087095
432,Atlanta Hawks,Atlanta Hawks2019,2019,82,29,53,0.354,3971,9294,3392,7524,45.1,1067,3034,35.2,1443,1918,75.2,955,2825,3780,2118,1397,675,419,448,-494,62.4,1.52,28.4,71.8,49.6,16.2,52.2,55.5,104.56,0.255,0.191786283891547,54.1,0.313,0.237569060773481,14.3,28.2,42.8,90.5,47.3,12.4,34.4,35.9,21.5,28.3,75.8,10.6,35.4,46,26.9,15,9.9,5.5,5.1,6,8457.5232,-0.0584095353117092,-1.9,100.2,1.9,-4.57827768819336,4.27353880334712
433,Minnesota Timberwolves,Minnesota Timberwolves2019,2019,82,36,46,0.439,3966,9223,3413,7483,45.6,827,2357,35.1,1570,1995,78.7,923,2750,3673,2018,1074,683,411,455,-123,59.1,1.88,29.2,70.9,49.7,12.9,51.1,55.2,100.88,0.267,0.209808900173727,53.8,0.247,0.189789123196448,14.5,29.1,42.1,90.1,46.7,12.7,33.6,37.8,17.1,22.3,76.7,11.2,34.4,45.6,26.2,14.7,6.6,5.5,5,1.5,8171.328,-0.0150526328156207,-2.7,100.1,-1.6,2.00197769772787,-1.57754979549222
434,Boston Celtics,Boston Celtics2019,2019,82,49,33,0.598,3956,9216,3451,7423,46.5,1032,2829,36.5,1282,1598,80.2,804,2849,3653,2155,1052,706,435,317,364,62.4,2.05,25.7,72.8,49.5,12.7,53.4,56.7,100.43,0.215,0.172706452916611,51.4,0.259,0.197502837684449,15,27.2,39.5,88.1,44.8,11.5,33.5,34.4,17.4,22.8,76.4,10.4,35.5,45.9,23.7,15.1,6.8,3.9,5.3,-4.4,8039.1552,0.0452783894506726,2,98.5,-2.3,-2.47963847678389,-2.85014063884945
435,Brooklyn Nets,Brooklyn Nets2019,2019,82,42,40,0.512,3996,9204,3301,7358,44.9,1047,2965,35.3,1555,2088,74.5,900,2919,3819,1954,1236,539,339,432,-6,59.2,1.58,28.2,72,50.1,14.6,52,55.6,101.51,0.284,0.211334601793966,51.2,0.247,0.19027027027027,13.1,28,42.2,92.5,45.6,10.3,30.3,34.1,17.6,22.8,77,11,35.2,46.2,23.7,13.5,7.8,5.3,4.1,0.1,8268.2112,-0.000725670868204237,0.799999999999997,100.2,1.5,2.10643315236955,0.878243460817004
436,Los Angeles Lakers,Los Angeles Lakers2019,2019,82,37,45,0.451,3956,9165,3491,7425,47,847,2541,33.3,1336,1910,69.9,835,2985,3820,2096,1284,618,440,421,-141,60,1.63,27,72.5,50.2,15,52.7,55.4,103.6,0.257,0.17993265993266,51.6,0.245,0.191810344827586,13.7,27.5,41.9,92.8,45.2,11.8,34,34.9,17.8,22.7,78.4,11.3,35.6,46.9,25,14.2,8.3,5.1,5.4,1.7,8365.824,-0.0168542871568897,1.1,99.5,1.3,-1.18776848949263,-2.44706646388967
437,Utah Jazz,Utah Jazz2019,2019,82,50,32,0.61,3951,9161,3314,7082,46.8,993,2789,35.6,1540,2092,73.6,820,2981,3801,2133,1240,663,483,376,431,64.4,1.72,27.5,75.9,52.2,14.9,53.8,57.2,100.84,0.295,0.217452696978255,50.7,0.251,0.188700564971751,13.7,24.1,40,88.5,45.2,9.8,27.7,35.5,16.7,22.2,75.3,8.9,33.7,42.6,21.6,13.9,8.5,4.6,5.9,-5.3,8085.5808,0.0533047669253395,3.09999999999999,103.4,1.2,2.87521320065033,-5.66708613957647
438,San Antonio Spurs,San Antonio Spurs2019,2019,82,48,34,0.585,3961,9156,3468,7248,47.8,812,2071,39.2,1408,1720,81.9,757,2910,3667,2013,992,501,386,332,138,58,2.03,24.6,74.4,50.1,12.2,53.4,57.2,98.89,0.237,0.194260485651214,52.8,0.225,0.169453734671126,12.2,25.6,41.5,89.7,46.3,11.7,32.7,35.9,15.2,20.2,75.5,9.2,34.7,43.9,24.7,12.2,7.2,4,4.7,-1.7,7910.208,0.0174458117915483,0.600000000000001,99,0,2.48067509800882,4.25887691931159
439,Charlotte Hornets,Charlotte Hornets2019,2019,82,39,43,0.476,3966,9081,3297,7362,44.8,977,2783,35.1,1510,1895,79.7,814,2778,3592,1905,1001,591,405,492,-90,57.8,1.9,26.8,73.1,49.5,12.2,51.4,55.4,99.18,0.257,0.205107307796794,53.8,0.227,0.178251121076233,13.5,26.9,41.9,89.2,47,12.1,33.5,36.1,15.9,20.2,78.7,10.1,35.7,45.8,26,13.5,6.9,6,4.9,1.1,8047.488,-0.0111836140668989,-2.4,99.9,-1.3,2.68561867205612,1.00805420739808
440,Denver Nuggets,Denver Nuggets2019,2019,82,54,28,0.659,3946,9075,3439,7384,46.6,903,2571,35.1,1294,1714,75.5,972,2832,3804,2245,1102,634,363,407,324,65.3,2.04,30.8,74.4,52.4,13.6,52.7,55.8,98.49,0.232,0.175243770314193,52.1,0.257,0.193287037037037,13.7,25.6,39.6,86.4,45.8,10.8,31.9,33.9,16.7,22.2,75.3,9.7,32.7,42.5,24.6,13.5,7.4,5,4.4,-4,7937.4336,0.0408192391051939,0.600000000000001,105.2,-0.0999999999999996,-1.80432667228441,4.63105165404237
441,Dallas Mavericks,Dallas Mavericks2019,2019,82,33,49,0.402,3956,8927,3182,7122,44.7,1022,3002,34,1541,2076,74.2,832,2884,3716,1918,1167,533,351,368,-105,60.3,1.64,27.3,73.4,50.3,14.2,51.9,55.5,99.6,0.291,0.216371805672564,52.2,0.246,0.191704035874439,13,26.6,40.9,89.2,45.9,11.2,32.5,34.4,17.1,22,77.7,10.2,34.6,44.8,24.5,13,7.8,4.5,4.3,1.3,8035.6224,-0.013066816081353,-0.300000000000004,100.7,1.2,2.46677697981244,-5.90309722232192
442,Indiana Pacers,Indiana Pacers2019,2019,82,48,34,0.585,3941,8857,3390,7135,47.5,779,2081,37.4,1298,1727,75.2,762,2766,3528,2128,1122,713,404,425,273,62.8,1.9,26.9,72.2,49.9,13.9,53,56.1,98.64,0.242,0.181920112123336,51.6,0.243,0.183507549361208,15.8,27.8,38.7,86.1,45,11.4,32.1,35.4,15.8,21,75.6,10.5,33.1,43.7,24.5,15.7,7.4,5.2,4.9,-3.3,7924.6848,0.0344493196751497,1.4,99.1,-1.9,-0.158743723787225,-2.90148284715994
443,Phoenix Suns,Phoenix Suns2019,2019,82,19,63,0.232,3976,8815,3289,7164,45.9,790,2400,32.9,1447,1858,77.9,748,2563,3311,1957,1279,735,418,411,-766,59.5,1.53,24.7,68.3,46.4,15.3,51.4,55.2,101.15,0.259,0.201982132886656,54.5,0.313,0.235827664399093,15.3,31.7,42.5,88.2,48.2,11.1,29.9,37.2,20.8,27.6,75.3,11.8,35.3,47.2,25.9,15.7,9,5,5.1,9.3,8172.0192,-0.0937344836390007,-3.1,93,0,-3.38455315124375,1.77367881984379
444,Orlando Magic,Orlando Magic2019,2019,82,42,40,0.512,3956,8800,3316,7307,45.4,937,2633,35.6,1231,1575,78.2,822,2902,3724,2095,1082,543,445,362,58,63.2,1.94,25.9,75.4,50.4,13.3,51.8,55,98.65,0.216,0.168468591761325,51.5,0.239,0.186073059360731,13.1,24.6,39.9,87.6,45.6,10.5,30.2,34.7,16.3,20.9,77.8,9,35.6,44.6,23.1,13,7,4.4,5.4,-0.7,7929.6,0.00731436642453592,0.299999999999997,101.3,0.200000000000001,-1.76044675994059,0.0319245700866873
445,Detroit Pistons,Detroit Pistons2019,2019,82,41,41,0.5,3971,8778,3185,7238,44,993,2854,34.8,1415,1893,74.7,936,2752,3688,1845,1135,569,331,419,-20,57.9,1.63,29.1,74.5,50.9,14,50.9,54.4,97.88,0.262,0.195495993368334,52.6,0.279,0.210588235294118,14.2,25.5,39.9,85,46.9,9.6,27.8,34.5,17.9,23.7,75.5,9.1,34.6,43.7,23.7,14.1,6.9,5.1,4,0.2,7939.1232,-0.00251916987508142,-1.7,103.6,-0.199999999999999,-1.50922419257838,1.91594263421288
446,Miami Heat,Miami Heat2019,2019,82,39,43,0.476,3946,8668,3251,7218,45,928,2658,34.9,1238,1782,69.5,921,2879,3800,1991,1208,627,448,389,-19,61.2,1.65,29.1,73.1,50.9,14.9,51.5,54.2,98.74,0.247,0.171515655306179,51,0.262,0.201612903225806,14.3,26.9,38.3,86.8,44.1,11.9,33.1,35.8,17.5,22.7,76.9,10.1,34,44.2,23.3,14.1,7.5,4.7,5.5,0.2,7957.5168,-0.00238767953339414,0.5,102.2,0.6,-3.00972479196275,-2.75528137824547
447,Chicago Bulls,Chicago Bulls2019,2019,82,22,60,0.268,3981,8605,3266,7205,45.3,745,2123,35.1,1328,1695,78.3,718,2799,3517,1796,1159,603,351,473,-690,55,1.55,24.2,72.7,48.3,14.1,50.5,54.1,99.3,0.235,0.184316446911867,54.1,0.247,0.188340807174888,13.3,27.3,42.2,89.2,47.3,12.1,33,36.5,16.8,22,76.3,10,36.4,46.4,25.5,13.3,7.3,5.8,4.3,8.4,8056.128,-0.0856490860125361,-3.6,96.9,0.799999999999999,-0.402436026302111,1.57886133568608
448,New York Knicks,New York Knicks2019,2019,82,17,65,0.207,3956,8575,3134,7241,43.3,823,2421,34,1484,1956,75.9,857,2811,3668,1646,1151,557,422,458,-755,52.5,1.43,26.4,71.7,48.6,14,49,52.9,100.16,0.27,0.204944068498826,53.3,0.265,0.202898550724638,13.1,28.3,41.9,89.7,46.7,11.8,32.6,36.3,18.2,23.8,76.6,10.7,36.8,47.5,25.6,13.2,7.4,5.6,5.1,9.2,8059.8144,-0.0936746136486716,-4.3,98.1,0.9,0.204551777418846,-2.58562141278016
449,Cleveland Cavaliers,Cleveland Cavaliers2019,2019,82,19,63,0.232,3951,8567,3189,7184,44.4,847,2388,35.5,1342,1694,79.2,879,2619,3498,1698,1106,534,195,459,-788,53.2,1.54,28.2,73.2,49.6,13.8,50.3,54,97.38,0.236,0.186804008908686,56.4,0.235,0.181192660550459,12.8,26.8,43.2,87.2,49.5,12,31.6,38,15.8,20.5,77,9.5,34.6,44.1,25.7,12.5,6.9,5.6,2.4,9.6,7830.1056,-0.100637212351261,-6.1,101.4,1,0.561134835822727,1.67438206470365
450,Memphis Grizzlies,Memphis Grizzlies2019,2019,82,33,49,0.402,3976,8490,3113,6924,45,811,2368,34.2,1453,1882,77.2,723,2703,3426,1963,1147,684,448,402,-213,63.1,1.71,24.7,72.4,48.4,14.3,50.8,54.8,97.15,0.272,0.209849797804737,52.1,0.296,0.231414868105516,15.5,27.6,37.6,83.4,45.1,11.6,32.2,36,19.3,24.7,78.4,9.5,35.2,44.7,23.4,15.2,7.6,4.9,5.5,2.6,7849.0368,-0.027137087699729,-1.3,97.1,-1.2,-2.15650703007785,-1.32167018482045
451,Dallas Mavericks,Dallas Mavericks2020,2020,75,43,32,0.573,3635,8776,3124,6772,46.1,1136,3095,36.7,1392,1787,77.9,791,2729,3520,1849,953,460,363,311,371,59.2,1.94,27.5,74,50.9,12.6,54.5,58.1,99.89,0.264,0.205552274069699,52.5,0.23,0.174672489082969,11.9,26,41.9,91.6,45.8,12.3,34.9,35.1,16,21,76,10.4,35,45.4,23.9,11.9,7,4.1,4.8,-4.9,7411.4688,0.0500575540438084,2,101.5,0.699999999999999,3.08797849867293,
452,Milwaukee Bucks,Milwaukee Bucks2020,2020,73,56,17,0.767,3519,8663,3160,6638,47.6,1007,2840,35.5,1336,1800,74.2,691,3083,3774,1889,1102,526,429,326,736,59.8,1.71,24.1,77.5,52.4,14.2,55.2,58.3,105.51,0.271,0.201265441398011,48.9,0.226,0.177659574468085,13.3,22.5,38.9,94,41.4,14,39.3,35.5,16.7,21.2,78.7,9.5,36.3,45.8,24.2,14.1,7.4,4.5,5.9,-10.1,7527.36,0.0977766441355269,6.3,101.6,0.899999999999999,2.36058669299264,
453,Portland Trail Blazers,Portland Trail Blazers2020,2020,74,35,39,0.473,3567,8508,3122,6749,46.3,952,2525,37.7,1312,1632,80.4,754,2599,3353,1525,946,465,451,364,-85,48.8,1.61,26.6,71.2,49.2,12.6,53.3,57,101.17,0.242,0.194399170247444,53,0.27,0.208515283842795,12.7,28.8,41.8,91.6,45.6,13.6,35.4,38.3,19.1,24.7,77.1,11.5,35.4,46.9,24.9,12.9,6.8,4.9,6.1,1.1,7352.7168,-0.0115603527664767,0.299999999999997,97.8,-0.0999999999999996,-1.41161135953507,
454,Houston Rockets,Houston Rockets2020,2020,72,44,28,0.611,3476,8482,2936,6512,45.1,1126,3261,34.5,1484,1876,79.1,704,2484,3188,1557,1057,627,371,354,213,53,1.47,24.9,71.3,48,14,53.7,57.8,104.04,0.288,0.227886977886978,52.9,0.259,0.19672131147541,15.4,28.7,42.3,91.5,46.2,12.2,35,34.9,18,23.7,76.1,11.2,36.7,47.9,25.3,16.2,8,4.9,5.2,-3,7382.8224,0.0288507549633051,0.800000000000004,96.2,-1.4,3.11656664115681,
455,LA Clippers,LA Clippers2020,2020,72,49,23,0.681,3476,8377,2992,6425,46.6,895,2410,37.1,1498,1894,79.1,767,2664,3431,1708,1051,511,338,338,464,57.1,1.63,27.8,73.7,51.5,14.2,53.5,57.7,102.16,0.295,0.233151750972763,50.6,0.272,0.20509977827051,13.7,26.3,39.5,90.2,43.8,12.3,35.6,34.5,18.5,24.5,75.6,10.7,34.6,45.3,23.7,14.1,7.5,4.7,4.7,-6.4,7240.6656,0.064082506448026,2.9,101.5,0.5,2.80519727022527,
456,New Orleans Pelicans,New Orleans Pelicans2020,2020,72,30,42,0.417,3486,8341,3065,6598,46.5,982,2656,37,1229,1687,72.9,797,2551,3348,1932,1181,539,358,348,-93,63,1.64,28.7,72.9,50.8,15.6,53.9,56.8,103.89,0.256,0.186268566232192,53.2,0.268,0.211328976034858,13.9,27.1,42.7,91.8,46.5,12.2,33.9,36.1,19.4,24.7,78.9,10.1,34.7,44.8,24.5,14.5,8.5,4.8,5,1.3,7415.3088,-0.0125416220023096,0.699999999999996,101.6,1.7,-2.50604098026668,
457,Phoenix Suns,Phoenix Suns2020,2020,73,34,39,0.466,3519,8294,3006,6429,46.8,831,2320,35.8,1451,1740,83.4,712,2465,3177,1987,1077,559,290,401,16,66.1,1.84,26.1,73.4,49.8,14.5,53.2,57.6,101.74,0.271,0.225696064706797,53.9,0.28,0.220823798627002,15.2,26.6,41.2,87.4,47.2,11.6,32,36.3,19.3,24.5,78.8,9.1,34.2,43.3,23.6,15.6,7.9,5.5,4,-0.2,7257.216,0.00220470218882833,-0.699999999999996,99.5,-0.699999999999999,0.487226607979505,
458,Washington Wizards,Washington Wizards2020,2020,72,25,47,0.347,3471,8238,2990,6544,45.7,864,2345,36.8,1394,1770,78.8,732,2295,3027,1801,1020,574,309,363,-336,60.2,1.77,26.2,71.2,47.8,13.6,52.3,56.2,103.38,0.27,0.2130195599022,55.8,0.297,0.230769230769231,15.6,28.8,43.1,88.4,48.8,12.4,33.1,37.6,20.4,26.3,77.8,10.5,35.7,46.2,25.2,16.2,7.5,5,4.3,4.7,7306.368,-0.0459872812319336,-3.5,97.4,-2,-1.77496708670302,
459,Memphis Grizzlies,Memphis Grizzlies2020,2020,73,34,39,0.466,3514,8222,3106,6634,46.8,798,2297,34.7,1212,1589,76.3,754,2643,3397,1965,1113,576,398,386,-78,63.3,1.77,27.1,73.3,50.6,14.7,52.8,56.1,103.31,0.24,0.182695206511908,52.1,0.277,0.217054263565891,14.3,26.7,40.6,90.3,45,12.9,35.3,36.5,19.6,25,78.2,10.4,34.5,44.9,24.8,14.8,8,5.3,5.5,1.1,7384.4736,-0.0105627028038938,0.699999999999996,100.4,0.399999999999999,-3.43590570539831,
460,Boston Celtics,Boston Celtics2020,2020,72,48,24,0.667,3486,8183,2971,6448,46.1,905,2487,36.4,1336,1668,80.1,768,2549,3317,1655,995,595,406,396,454,55.7,1.66,28.3,73.1,50.9,13.7,53.1,57,99.92,0.259,0.207196029776675,50.9,0.281,0.215843857634902,15.1,26.9,38.4,87.1,44.1,11.8,34.8,34,18.8,24.5,76.7,10.3,34,44.3,22.4,15.2,7.1,5.5,5.6,-6.3,7112.5632,0.0638307157678402,2.2,101.4,-1.4,-0.864782785822749,
461,Miami Heat,Miami Heat2020,2020,73,44,29,0.603,3549,8179,2880,6160,46.8,979,2584,37.9,1440,1840,78.3,620,2619,3239,1892,1088,547,332,302,215,65.7,1.74,25.7,75.3,51.2,14.9,54.7,58.7,98.7,0.299,0.233766233766234,52.3,0.272,0.212226066897347,14,24.7,38.8,86.7,44.8,13.1,37.7,34.7,18.4,23.6,78.3,9.2,33.3,42.5,24.6,14,7.5,4.1,4.5,-2.9,7140.096,0.0301116399555412,2.40000000000001,101,0.9,2.15401668688866,
462,Denver Nuggets,Denver Nuggets2020,2020,73,46,27,0.63,3549,8124,3069,6488,47.3,801,2234,35.9,1185,1526,77.7,786,2436,3222,1952,1005,586,337,324,154,63.6,1.94,29.4,72.5,50.9,13.9,53.5,56.7,97.64,0.235,0.182644882860666,53.3,0.26,0.197687861271676,14.4,27.5,40,86.5,46.3,12.1,33.9,35.8,17.1,22.5,75.9,10.1,32.6,42.6,25.4,14.3,7.2,4.4,4.6,-2.1,7083.3024,0.0217412714159994,0.200000000000003,101.9,-0.5,-1.50429784110105,
463,Toronto Raptors,Toronto Raptors2020,2020,72,53,19,0.736,3476,8118,2897,6331,45.8,995,2663,37.4,1329,1670,79.6,685,2583,3268,1816,1067,636,358,395,449,62.7,1.7,25.6,72.1,49.6,14.6,53.6,57.4,101.19,0.264,0.209919444005686,50.2,0.263,0.20158550396376,16.5,27.9,37.8,88.3,42.8,13.1,38.9,33.7,17.8,23.2,76.9,10.9,35.1,46.1,25.6,16.8,7.2,5.5,5,-6.2,7149.888,0.0627981864890751,3.4,97.7,-1.9,0.833394004192636,
464,San Antonio Spurs,San Antonio Spurs2020,2020,71,32,39,0.451,3443,8098,2995,6350,47.2,760,2021,37.6,1348,1664,81,640,2530,3170,1751,895,518,390,308,-79,58.5,1.96,23.3,75.1,49.5,12.3,53.1,57.2,101.14,0.262,0.212283464566929,54.2,0.249,0.19290465631929,12.9,24.9,42.3,90.2,46.9,13.1,35.1,37.3,17.4,22.5,77.7,9.4,35.9,45.3,25.7,13.2,6.8,4.3,5.5,1.1,7043.6736,-0.0112157383329063,-1.1,98.4,-0.6,1.93788082476387,
465,Philadelphia 76ers,Philadelphia 76ers2020,2020,73,43,30,0.589,3519,8084,3000,6417,46.8,848,2307,36.8,1236,1638,75.5,764,2553,3317,1884,1037,586,389,294,174,62.8,1.82,28.1,75.3,51.6,14.2,53.4,56.6,99.59,0.255,0.192613370733988,52.3,0.285,0.213953488372093,13.8,24.7,39.8,86,46.3,10.4,29.4,35.3,18.4,24.5,75.1,8.6,33.2,41.8,22.8,13.8,7,4,5.3,-2.4,7114.2912,0.0244578124662651,1.1,103.4,0.399999999999999,-2.13401176381052,
466,Los Angeles Lakers,Los Angeles Lakers2020,2020,71,52,19,0.732,3418,8054,3006,6269,48,782,2242,34.9,1260,1728,72.9,757,2490,3247,1803,1077,612,468,263,411,60,1.67,28.3,73.7,51.2,14.9,54.2,57.3,101.2,0.276,0.200988993459882,51.5,0.263,0.205510907003444,15.7,26.3,39.1,87.1,44.8,11.6,33.4,34.9,17.9,22.9,78.1,9.4,32.9,42.3,23.4,15.9,8.2,3.7,6.6,-5.8,7055.3472,0.0582536887766487,2.7,102,-0.799999999999999,-0.452191354356235,
467,Brooklyn Nets,Brooklyn Nets2020,2020,72,35,37,0.486,3496,8048,2908,6498,44.8,941,2746,34.3,1291,1732,74.5,766,2683,3449,1761,1099,464,323,379,-41,60.6,1.6,28,73.6,51.1,14.8,52,55.4,101.7,0.267,0.198676515851031,51.1,0.243,0.18729817007535,12.4,26.4,41.4,92.9,44.6,12.2,34.8,35,17.4,22.6,76.9,10.6,35.3,45.9,22.6,12.8,7.7,5.3,4.5,0.6,7289.3568,-0.00562463892561824,0.899999999999999,101.6,2.4,1.13783457756813,
468,Utah Jazz,Utah Jazz2020,2020,72,44,28,0.611,3471,8013,2886,6130,47.1,963,2537,38,1278,1641,77.9,656,2577,3233,1615,1089,438,292,329,178,56,1.48,26.1,74.6,51.2,15.2,54.9,58.5,99.15,0.268,0.208482871125612,51.8,0.241,0.185185185185185,12.4,25.4,40.7,89.1,45.7,11,31,35.3,16.5,21.5,76.7,9.6,33.1,42.7,21.5,12.3,7.9,4.6,4.1,-2.5,6993.6384,0.0254517019352902,3.1,100.7,2.8,2.32976859404266,
469,Indiana Pacers,Indiana Pacers2020,2020,73,45,28,0.616,3524,7989,3075,6457,47.6,743,2046,36.3,1096,1393,78.7,636,2489,3125,1888,967,543,376,335,143,61.4,1.95,24.3,71.8,48.7,13.2,53.4,56.5,99.41,0.216,0.169738268545764,51.1,0.244,0.192090395480226,14.7,28.2,39.5,88.5,44.6,11.5,33.6,34.1,17,21.6,78.8,10.4,34.9,45.2,23.1,14.7,6.9,4.6,5.2,-2,7104.8832,0.0201270022285518,2.3,96.1,-1.5,-2.23521269344617,
470,Oklahoma City Thunder,Oklahoma City Thunder2020,2020,72,44,28,0.611,3486,7950,2879,6156,46.8,770,2171,35.5,1422,1787,79.6,593,2495,3088,1562,986,550,353,290,143,54.3,1.58,24.1,72.8,49.2,13.7,53,57.3,99.42,0.29,0.230994152046784,51.8,0.218,0.172991071428571,14.2,27.2,40.8,89.6,45.5,11.3,33.3,34,15.5,19.6,79.5,10.5,34.3,44.8,23,14.2,7,4,4.9,-2,7041.8688,0.0203071093855086,1.2,96.9,-0.5,5.80030806182122,
471,Sacramento Kings,Sacramento Kings2020,2020,72,31,41,0.431,3491,7927,2943,6364,46.2,914,2511,36.4,1127,1464,77,695,2372,3067,1713,1043,556,293,304,-147,58.2,1.64,25.8,73.6,49.2,14.4,53.4,56.6,99.6,0.23,0.177089880578253,54.3,0.285,0.224561403508772,15.1,26.4,40.3,85.5,47.1,12.4,34.8,35.7,19.2,24.3,79,9.1,34.5,43.5,24.9,15.2,7.7,4.2,4.1,2,7061.9136,-0.020815887637028,-0.899999999999999,99.4,-0.699999999999999,-4.74715229305193,
